,景区名称,地区,景区等级,经度BD,纬度BD,经度BD_wgs84,纬度BD_wgs84
3385,海宁市丁桥镇新仓村梁家墩游客中心,浙江,3A,120.714357,30.39724299,120.703654,30.39340822
3386,永康市舟山古民居,浙江,3A,120.1872942,28.802549,120.1762128,28.79988487
3387,周恩来纪念馆景区,浙江,3A,120.5922164,30.00771373,120.5817069,30.00408756
3388,长兴县新能源小镇景区,浙江,3A,119.921906,30.9869006,119.9107551,30.98335566
3389,长兴县水口乡顾渚村风景区,浙江,3A,119.621337,30.90063382,119.6100245,30.89695484
3390,吴兴区织里镇义皋古村景区,浙江,3A,120.2927018,30.93046495,120.2816195,30.92692234
3391,姑蔑城生态园景区,浙江,3A,119.141787,29.00350302,119.1301532,29.00016182
3392,杉杉普陀天地景区,浙江,3A,122.333374,29.98095791,122.3226151,29.9775884
3393,桐庐县智慧安防小镇景区,浙江,3A,119.7095837,29.7839342,119.6981399,29.78080587
3394,沟溪休闲农业旅游景区,浙江,3A,118.730568,28.97720202,118.7190601,28.97438818
3395,九华妙源景区,浙江,3A,118.724823,29.14223599,118.7133569,29.139213
3396,岩头古村景区,浙江,3A,120.7410407,28.34169586,120.7304614,28.33868463
3397,龙游花海景区,浙江,3A,119.1553391,29.00594709,119.1437788,29.00242487
3398,苍南县五凤茶园景区,浙江,3A,120.3338199,27.42762789,120.3230048,27.42478819
3399,红里山村景区,浙江,3A,120.0560779,30.7551089,120.0446454,30.75158631
3400,桃园洪福景区,浙江,3A,118.7923069,28.55786559,118.7809804,28.55484174
3401,茗博园景区,浙江,3A,118.386671,29.26499104,118.3748767,29.26189133
3402,吴兴区金盖山景区,浙江,3A,120.1132411,30.80809436,120.1019828,30.80391749
3403,浦江县3D罗源景区,浙江,3A,119.83318,29.425206,119.8219241,29.42222773
3404,南坞古村景区,浙江,3A,118.7870705,29.59974613,118.7756398,29.59611469
3405,瓯海吹台山生态农庄,浙江,3A,120.6319467,27.93721989,120.6215624,27.9345368
3406,苍南县炎亭景区,浙江,3A,120.6483086,27.44007588,120.6378648,27.4376337
3407,天池荷花景区,浙江,3A,119.2217255,29.28904373,119.2100937,29.28605569
3408,石墎景区,浙江,3A,120.4637836,28.44062685,120.4529802,28.43760844
3409,长兴县方一村景区,浙江,3A,119.796012,31.02323487,119.7846175,31.01941147
3410,长兴县吕山荷博园景区,浙江,3A,119.9587745,30.9086382,119.9475745,30.90528018
3411,江山市醉美碗窑景区,浙江,3A,118.679093,28.68029304,118.6678532,28.67720968
3412,长兴县川步村景区,浙江,3A,119.8591002,31.06556477,119.8479124,31.06179219
3413,衢州悦龙湾景区,浙江,3A,118.772761,28.833392,118.7612853,28.83050974
3414,云岚牧场景区,浙江,3A,120.0021691,27.39685814,119.9912865,27.39372612
3415,兰溪市新天地生态休闲农场,浙江,3A,119.292048,29.164732,119.2806041,29.16114546
3416,大陈古村景区,浙江,3A,118.5974473,28.82464066,118.5861899,28.82189536
3417,德清仙潭景区,浙江,3A,119.8700212,30.63291021,119.85891,30.6291961
3418,浦江县上山考古遗址景区,浙江,3A,119.982268,29.459398,119.9712324,29.45593776
3419,永康市塘里景区,浙江,3A,120.1093809,28.87144488,120.098251,28.86803924
3420,小营江南红巷景区,浙江,3A,120.1838116,30.25814633,120.1725832,30.25487216
3421,西湖区转塘街道画外桐坞景区,浙江,3A,120.0636863,30.20454897,120.0523153,30.20122223
3422,衢州市飞鸿滑草场,浙江,3A,118.870417,28.980797,118.8590386,28.97823272
3423,江山市张村乡太阳山景区,浙江,3A,118.7033477,28.5524085,118.69205,28.5494506
3424,苍南县日月潭,浙江,3A,120.3880338,27.48615832,120.3771978,27.4830226
3425,定海区新建生态村南洞艺谷景区,浙江,3A,122.145436,30.09527123,122.1346754,30.09139392
3426,余杭区中国江南水乡文化博物馆,浙江,3A,120.3128683,30.42052095,120.3017666,30.41723697
3427,余杭区艺尚小镇景区,浙江,3A,120.2950638,30.39562162,120.2839805,30.3923239
3428,瑶溪风景区,浙江,3A,120.7653453,27.93070446,120.754728,27.92809774
3429,温州永昌堡,浙江,3A,120.824139,27.91431099,120.813664,27.91146854
3430,永康市大陈村景区,浙江,3A,120.058801,28.79807399,120.0475545,28.79532543
3431,遂昌县汤沐园温泉旅游区,浙江,3A,119.093587,28.54009171,119.0818794,28.537409
3432,蠡山（村）景区,浙江,3A,120.1383362,30.57716631,120.1271493,30.57310308
3433,三门源民俗文化小镇景区,浙江,3A,121.5826837,29.14165387,121.5722097,29.13835892
3434,瓯海区梦多多小镇,浙江,3A,120.6335209,27.98618421,120.6230883,27.98352808
3435,盘龙谷生态旅游区,浙江,3A,120.046194,28.78352207,120.0350166,28.78065772
3436,吴兴美妆小镇景区,浙江,3A,120.047611,30.68897791,120.036264,30.68540657
3437,西湖区灵山景区,浙江,3A,120.042864,30.12095318,120.0315826,30.11743294
3438,御玺明代贡茶园,浙江,3A,118.4086945,29.13836497,118.396961,29.13513651
3439,上虞区桃花源生态旅游区,浙江,3A,120.7832444,29.95866922,120.7724271,29.9554982
3440,秀美耕读景区,浙江,3A,118.471812,28.70253702,118.4602503,28.69948905
3441,常山县桃花源景区,浙江,3A,118.724823,29.14223599,118.7133569,29.139213
3442,中国（浙江）自贸区·国际进口商品城,浙江,3A,122.21446,30.1058842,122.2037379,30.10258695
3443,湖州德清新市古镇景区,浙江,3A,120.298581,30.61783285,120.2874756,30.61449741
3444,岩下石头村景区,浙江,3A,120.387533,28.8041,120.3766014,28.80081021
3445,江山市光谷小镇景区,浙江,3A,118.5232857,28.53202905,118.511875,28.52953746
3446,玉屏公园景区,浙江,3A,118.4199946,29.14510001,118.4083157,29.14166292
3447,德清三林景区,浙江,3A,120.2760077,30.56138035,120.2650312,30.55775824
3448,福岭山红色旅游景区,浙江,3A,120.5616567,27.31697324,120.5511852,27.31459197
3449,浦江县诗人小镇景区,浙江,3A,119.9037346,29.60032051,119.8927979,29.59680582
3450,兰溪市芝堰古村景区,浙江,3A,119.361547,29.36303208,119.3498287,29.35978423
3451,宁波东钱湖小普陀景区,浙江,3A,121.664613,29.77513896,121.653996,29.77156324
3452,黄岩区中国柑橘博览园景区,浙江,3A,121.1837344,28.62976222,121.1729696,28.62669337
3453,霞山古村景区,浙江,3A,118.416643,29.33639004,118.4049033,29.33286922
3454,乐清市雁荡山筋竹涧生态农业观光园,浙江,3A,121.0943616,28.32067699,121.0835716,28.3174104
3455,福德湾景区,浙江,3A,120.4066513,27.35020016,120.3957633,27.34741474
3456,秀洲区圆通古寺,浙江,3A,120.7903709,30.80572658,120.7794968,30.80237676
3457,市辖区仙岩景区,浙江,3A,120.698635,27.88237599,120.6880894,27.87960672
3458,金塘仙人山风景区,浙江,3A,121.9145072,30.02972935,121.9040529,30.02605241
3459,二都（村）景区,浙江,3A,120.0346904,30.51882902,120.0234065,30.51511645
3460,荆溪围棋谷景区,浙江,3A,119.8363786,27.85045695,119.8252791,27.84808949
3461,劳岭（村）景区,浙江,3A,119.880603,30.61868293,119.8695524,30.61488107
3462,泰顺县百丈时尚体育小镇景区,浙江,3A,119.8664247,27.64777267,119.8555272,27.64494109
3463,柯桥区兰亭森林公园景区,浙江,3A,120.504947,29.93228497,120.494175,29.92853193
3464,黄岩区布袋山风景区,浙江,3A,120.9616841,28.69507383,120.9512257,28.69195808
3465,漫行大街景区,浙江,3A,120.1004773,30.34810519,120.0891918,30.34429665
3466,金溪桃韵景区,浙江,3A,118.4099301,29.17669413,118.3981694,29.17340726
3467,泰顺县畲乡竹里景区,浙江,3A,119.778406,27.707426,119.7673336,27.70435258
3468,金东区岭下镇岭五村坡阳古街景区,浙江,3A,119.7772989,29.06056145,119.7660934,29.05711873
3469,宁波梁皇山景区,浙江,3A,121.323793,29.261786,121.3130429,29.25803641
3470,常山县黄塘旅游景区,浙江,3A,118.5988378,29.11248503,118.5875741,29.10954352
3471,岱山县衢山观音山景区,浙江,3A,122.3217583,30.43232893,122.3110191,30.42875969
3472,江山市和睦彩陶旅游区,浙江,3A,118.58166,28.63496599,118.5704937,28.63207102
3473,永康国际会展中心,浙江,3A,120.0695224,28.89298005,120.0582612,28.89016862
3474,长兴县东方梅园景区,浙江,3A,119.884147,31.07246481,119.8730949,31.06841285
3475,魅力永兴景区,浙江,3A,122.7869818,30.72186406,122.7762611,30.71799196
3476,柯桥区香雪梅海景区,浙江,3A,120.6807571,29.7442353,120.6700673,29.74107003
3477,定海区马岙旅游区,浙江,3A,122.097734,30.12014714,122.0867848,30.11672835
3478,瓯歌农林观光园景区,浙江,3A,119.5999322,29.33762816,119.5886518,29.33473587
3479,余姚市四明山森林公园,浙江,3A,121.092878,29.73133002,121.0819964,29.72728073
3480,长兴县城山沟景区,浙江,3A,119.93907,30.82719287,119.9279018,30.82396489
3481,永康市绿地生态农庄,浙江,3A,119.92519,28.93853565,119.9141994,28.93582218
3482,常山县彤弓山景区,浙江,3A,118.4235311,28.88382288,118.4118912,28.88053329
3483,永康市虎踞峡景区,浙江,3A,120.057307,28.77946802,120.0460783,28.77672617
3484,天台县雷峰激情谷景区,浙江,3A,121.0169905,29.21463322,121.0061453,29.21163643
3485,磐安县灵江源森林公园,浙江,3A,120.6605629,28.96370282,120.6499204,28.96109321
3486,后坞（村）景区,浙江,3A,119.837811,30.61190385,119.8264875,30.60867851
3487,九溪龙门景区,浙江,3A,118.3359193,29.47232747,118.3243347,29.46851228
3488,秀丽潭头景区,浙江,3A,120.2716085,27.49586996,120.2608671,27.49296832
3489,常山县常山奇石馆景区,浙江,3A,118.5929704,28.90779594,118.581756,28.90491049
3490,永康市西溪影视基地,浙江,3A,120.2462356,29.01005232,120.2354576,29.00658496
3491,定海区远洋渔业小镇景区,浙江,3A,122.152842,30.11790315,122.142111,30.1139228
3492,天台县白鹤国际袜业城旅游景区,浙江,3A,120.943097,29.24885218,120.9326128,29.24558657
3493,天台县白鹤镇龙穿峡风景区,浙江,3A,120.996763,29.27114206,120.9860861,29.26785736
3494,富阳区鹳山风景区,浙江,3A,119.970143,30.05147924,119.9590229,30.04816273
3495,江山市长寿兴墩景区,浙江,3A,118.5477937,28.30139585,118.5365808,28.29859863
3496,吴兴区钱山漾景区,浙江,3A,120.153257,30.82166583,120.1420271,30.81774055
3497,畲竹社里景区,浙江,3A,118.768562,29.15257502,118.757071,29.14951973
3498,岱山县东沙古渔镇景区,浙江,3A,122.1516129,30.31918068,122.1408635,30.31520267
3499,下叶旅游区,浙江,3A,120.5765518,28.71178721,120.5660375,28.70905833
3500,上虞区上浦镇东山湖景区,浙江,3A,120.8623295,29.8977929,120.8517898,29.89414612
3501,海宁市海宁皮革时尚小镇景区,浙江,3A,120.673611,30.50952395,120.6628198,30.5063622
3502,淡溪镇四都王十朋故里景区,浙江,3A,120.964615,28.21909804,120.9541815,28.21610524
3503,澳多奇农庄景区,浙江,3A,120.9850838,30.63845394,120.9743593,30.63465855
3504,宁海胡陈东山桃园景区,浙江,3A,121.684636,29.35192606,121.67408,29.34826176
3505,遂昌县红星坪温泉度假村,浙江,3A,118.9734061,28.57711534,118.9619927,28.57468648
3506,平湖市金丝娘景区,浙江,3A,121.0167281,30.70068595,121.0057905,30.69729804
3507,月满新塘景区,浙江,3A,118.4809096,28.61548168,118.4693483,28.61267529
3508,菰城村景区,浙江,3A,119.870466,30.61350488,119.8593708,30.60979613
3509,茅洋蟹钳港景区,浙江,3A,121.8220488,29.3914112,121.8115,29.38782399
3510,柯桥区景区名称：中国轻纺城市场景区,浙江,3A,120.4905002,30.06802304,120.4797142,30.06408093
3511,宁海县许家山历史文化名村,浙江,3A,121.5447491,29.32353536,121.5341215,29.32012162
3512,聚优品石斛文化园,浙江,3A,121.178763,28.41345802,121.1679988,28.41055736
3513,宁波浙东大竹海景区,浙江,3A,121.3190026,29.86552465,121.3082086,29.86157974
3514,新昌智能装备小镇景区,浙江,3A,120.8125566,29.47963077,120.801894,29.47631815
3515,上虞区盖北野藤葡萄公园,浙江,3A,120.923654,30.13966813,120.9130116,30.13652252
3516,平阳县黄汤茶博园,浙江,3A,120.5602688,27.61314111,120.5497502,27.61074361
3517,平阳县怀溪穹岭景区,浙江,3A,120.158893,27.674368,120.1478979,27.67148293
3518,平阳县苏步青故居文化旅游区,浙江,3A,120.3399274,27.68238059,120.3291234,27.67941195
3519,平阳县龙王峡谷景区,浙江,3A,120.483754,27.67284599,120.4731275,27.66961737
3520,平阳县中共一大纪念园,浙江,3A,120.2826144,27.67809401,120.2718319,27.67539476
3521,平阳县浙南（平阳）工农红军挺进师纪念园,浙江,3A,120.2496693,27.64079461,120.238957,27.63762886
3522,文成县九溪欢乐谷景区,浙江,3A,120.18044,27.75886198,120.1694039,27.75631601
3523,淳安县姜家镇龙川湾景区,浙江,3A,118.6872706,29.46684162,118.675953,29.46315423
3524,大尖山景区,浙江,3A,119.49509,29.207726,119.4835735,29.20445762
3525,鄞州区鄞州四明金融小镇景区,浙江,3A,121.5467182,29.820071,121.5360781,29.81644962
3526,镇海区江南第一学堂景区,浙江,3A,121.6321205,29.93521716,121.6214157,29.93217807
3527,仙居县永安溪漂流景区,浙江,3A,120.730011,28.811676,120.7194371,28.808371
3528,大岩头农业观光园景区,浙江,3A,121.0943616,28.32067699,121.0835716,28.3174104
3529,吴兴区湖州首创奥特莱斯,浙江,3A,120.1238283,30.94495322,120.1125949,30.94062363
3530,黄岩智能模具小镇景区,浙江,3A,121.2029292,28.66960257,121.1922613,28.66632601
3531,海盐县海盐核电小镇景区,浙江,3A,120.928445,30.48324017,120.9178049,30.47997199
3532,庆安会馆景区,浙江,3A,121.5693106,29.87840525,121.5587773,29.87465233
3533,平湖莫氏庄园景区,浙江,3A,121.0260459,30.70328705,121.0150623,30.69991669
3534,黄岩大寺基景区,浙江,3A,120.8140444,28.58488484,120.8034312,28.58215942
3535,浦江县冷坞花谷旅游景区,浙江,3A,119.4572345,28.8386095,119.4455491,28.83582406
3536,贤德状元里景区,浙江,3A,120.5010636,30.14235028,120.4902723,30.13852621
3537,缙云县仁岸景区,浙江,3A,120.167161,28.64163116,120.1560849,28.63886495
3538,吴兴区吴兴妙山（村）景区,浙江,3A,119.9946969,30.77351666,119.9835657,30.76955494
3539,桐庐县武盛古街景区,浙江,3A,119.4402941,29.93209718,119.4285406,29.92847681
3540,桐庐县范蠡休闲养生村落景区,浙江,3A,119.68054,29.691399,119.6692147,29.68805975
3541,三门县三门农博园景区,浙江,3A,121.614309,29.10896102,121.6037095,29.10623037
3542,文成县峡谷景廊,浙江,3A,120.057247,27.83704697,120.0460852,27.83445074
3543,南浔区石淙民俗文化园景区,浙江,3A,120.2762325,30.72353931,120.2652299,30.71984857
3544,安吉县十里景溪景区,浙江,3A,119.500744,30.49579393,119.4891718,30.49211819
3545,文成县山一角景区,浙江,3A,120.0848173,27.968672,120.0736372,27.96594158
3546,奥特莱斯风情小镇景区,浙江,3A,121.054036,29.82137098,121.0430955,29.81774693
3547,文成县仙人居生态农庄,浙江,3A,119.9750643,27.80605721,119.9641649,27.80339417
3548,湖州安吉高家堂景区,浙江,3A,119.688914,30.46036295,119.6775068,30.45708946
3549,千岛湖鱼街景区,浙江,3A,119.086857,29.61169249,119.0750843,29.60823078
3550,欧乐湾海洋生态养生旅游景区,浙江,3A,120.652174,27.408067,120.641685,27.40567126
3551,松阳县七沐山景区,浙江,3A,119.5722292,28.38107914,119.5609929,28.37876082
3552,五四（村）景区,浙江,3A,119.9414821,30.57532387,119.9303334,30.57222769
3553,萧山区萧山信息港小镇,浙江,3A,120.254367,30.20982809,120.243497,30.20596026
3554,鹿城区温州米房cei文创园景区,浙江,3A,120.6954743,28.0244631,120.6849271,28.0217858
3555,文成县猴王谷景区,浙江,3A,119.8363786,27.85045695,119.8252791,27.84808949
3556,苍南县渔寮景区,浙江,3A,120.522519,27.2685679,120.5119332,27.26595304
3557,岱山县鹿栏晴沙旅游景区,浙江,3A,122.2327008,30.3143569,122.2219679,30.31111729
3558,文成县天顶湖生态农庄景区,浙江,3A,120.0158019,27.84197941,120.0048684,27.83885402
3559,南浔区福荫童心小镇景区,浙江,3A,120.226357,30.68478584,120.2153674,30.68093582
3560,柯桥区会稽山千年香榧林景区,浙江,3A,120.548372,29.74531599,120.5376592,29.74227298
3561,嘉善县嘉善归谷智造小镇,浙江,3A,120.945328,30.825718,120.9347262,30.82197248
3562,鹿城区双屿街道康奈工业园景区,浙江,3A,120.5983401,28.0319356,120.5880015,28.02903549
3563,瓯海区温州动物园,浙江,3A,120.6309304,28.00221526,120.6205089,27.99951628
3564,文成县南田镇武阳村,浙江,3A,119.9579337,27.96032044,119.9469796,27.9579908
3565,宁波象山白玉湾旅游景区,浙江,3A,121.8086148,29.18625205,121.7980466,29.18266189
3566,南浔区练市镇荃步景区,浙江,3A,120.390221,30.74623187,120.3791014,30.74224077
3567,上虞e游小镇景区,浙江,3A,120.83729,30.04351826,120.8267019,30.03974599
3568,慈溪市虞氏旧宅,浙江,3A,121.5591088,30.09322555,121.548543,30.08947594
3569,天台县安科景区,浙江,3A,120.9629534,29.13581128,120.952489,29.1323597
3570,柯桥区稽东镇红豆仙霞景区,浙江,3A,120.629401,29.75936904,120.618883,29.75588461
3571,龙泉市白云岩景区,浙江,3A,119.0946065,28.10908606,119.0828951,28.10645993
3572,桐乡毛衫时尚小镇景区,浙江,3A,120.6288071,30.66277033,120.6182125,30.65914529
3573,上虞区二都杨梅生态园,浙江,3A,120.958618,29.99480098,120.9480865,29.99105381
3574,常山县不老泉景区,浙江,3A,118.431081,28.80291299,118.4194732,28.79956917
3575,定海区鸦片战争遗址公园（含柳永文化广场）,浙江,3A,122.0948199,30.0177332,122.0838696,30.01428404
3576,遂昌县独山村,浙江,3A,118.9897976,28.4281425,118.9783518,28.42580262
3577,常山县黄冈山景区,浙江,3A,118.3794147,28.93704334,118.3676333,28.93417707
3578,南浔区南浔镇息塘景区,浙江,3A,120.47595,30.78217188,120.4650366,30.77806285
3579,七彩北汤景区,浙江,3A,119.7805957,30.88550717,119.769233,30.88148765
3580,吴兴区芳山村景区,浙江,3A,119.9199741,30.6309882,119.9088605,30.62759955
3581,南浔区旧馆镇港廊古村落景区,浙江,3A,120.2348506,30.82269529,120.2238978,30.81866472
3582,巨龙温泉旅游度假村景区,浙江,3A,119.646228,28.96412605,119.6351111,28.96084955
3583,安吉县山水灵峰.田园嘉乐比乐园景区,浙江,3A,119.6213599,30.61880242,119.6100648,30.61526628
3584,玲珑湾景区,浙江,3A,121.019397,30.67304184,121.0084348,30.66967772
3585,大冲村景区,浙江,3A,120.0204113,30.66661662,120.0092285,30.66265811
3586,普陀白沙岛景区,浙江,3A,122.3976078,30.00797589,122.3868726,30.00389742
3587,金东区澧浦镇琐园国际研学村景区,浙江,3A,119.823931,29.12126907,119.8126992,29.11850849
3588,金东区曹宅镇大佛寺景区,浙江,3A,119.7573955,29.22577805,119.7461697,29.22218564
3589,磐安县念想双峰景区,浙江,3A,120.4688091,28.92753025,120.4579972,28.92416054
3590,瑞安市幸福谷乐园景区,浙江,3A,120.3039574,27.7899732,120.2930868,27.7875014
3591,德清上杨景区,浙江,3A,119.9834647,30.54862824,119.9723521,30.54496785
3592,新昌县天烛仙境风景旅游,浙江,3A,120.8758065,29.46434055,120.8652733,29.46105332
3593,柯桥区平水镇同康村绿林竹海景区,浙江,3A,120.5747201,29.86274198,120.5641438,29.85940833
3594,诸暨市诸暨国际商贸城景区,浙江,3A,120.2555831,29.68109184,120.2447158,29.67725962
3595,侏罗纪香榧森林公园景区,浙江,3A,120.5081592,29.70946634,120.4974202,29.70580298
3596,吴兴驾云山景区,浙江,3A,119.9628936,30.64258612,119.9517024,30.63930065
3597,嵊州市百丈飞瀑风景旅游区,浙江,3A,120.612058,29.63051999,120.6016197,29.62686226
3598,温州瑞安桐溪景区,浙江,3A,120.5431984,27.88108506,120.5325806,27.87876109
3599,诸暨市大唐街道袜艺小镇景区,浙江,3A,120.1573685,29.70234782,120.1462024,29.69872
3600,金东区源东乡浙中桃花源景区,浙江,3A,120.3338054,29.14378509,120.3228738,29.14052906
3601,龙泉市兰巨现代农业观光园,浙江,3A,119.086098,27.98377996,119.0744342,27.98102494
3602,磐安县江南药镇景区,浙江,3A,120.387745,28.95136298,120.3767802,28.94795879
3603,龙泉市沈广隆铸剑园景区,浙江,3A,119.12335,28.05671203,119.1116998,28.05403046
3604,金东区艾青故居景区,浙江,3A,119.898294,29.257701,119.8874007,29.25429728
3605,平湖市新仓镇莲塘景区（法华寺）,浙江,3A,121.1926448,30.74160607,121.1817464,30.73756181
3606,瑞安市小王子主题农庄景区,浙江,3A,120.439227,27.89911228,120.4282921,27.89645472
3607,金华动物园景区,浙江,3A,119.6446562,28.97746088,119.6335488,28.97417984
3608,仙居县皤滩古镇景区,浙江,3A,120.5468148,28.74639226,120.5361594,28.74395338
3609,渔歌小镇菊园,浙江,3A,119.923769,29.17607003,119.9127674,29.17314315
3610,桐乡市森利园景区,浙江,3A,120.406947,30.50870892,120.3957701,30.50511337
3611,嵊州市十八都江风景旅游区,浙江,3A,120.9128693,29.71712809,120.9022619,29.71413472
3612,新昌县七盘仙谷景区,浙江,3A,120.8799683,29.46218126,120.8694191,29.45897804
3613,临安区红叶指南旅游景区,浙江,3A,119.5847396,30.3665012,119.5733399,30.36348579
3614,长兴县绿野仙踪景区,浙江,3A,119.870959,31.06462983,119.8598544,31.06067794
3615,瑞安侨贸小镇,浙江,3A,120.582261,27.77192397,120.5718547,27.76919114
3616,西湖区云栖小镇景区,浙江,3A,120.0942063,30.13549628,120.0828812,30.13181732
3617,锦屏公园景区,浙江,3A,121.393358,28.37548203,121.3823591,28.37287674
3618,诸暨市斗岩风景区,浙江,3A,120.1447735,29.62912129,120.133654,29.62527239
3619,安吉县报福镇中张村畲寨旅游景区,浙江,3A,119.4519284,30.49978009,119.440102,30.49631468
3620,遂昌县竹炭博物馆,浙江,3A,119.318111,28.62667305,119.3065778,28.62381352
3621,椒江区海门老街景区,浙江,3A,121.4526721,28.68652974,121.4418641,28.68315569
3622,临海市江南大峡谷景区,浙江,3A,121.097098,28.74806404,121.086265,28.74465076
3623,安吉县藏龙百瀑景区,浙江,3A,119.6174734,30.44537954,119.6062036,30.44198169
3624,海盐县万奥农庄景区,浙江,3A,120.9215845,30.43600339,120.910935,30.43286102
3625,安吉县尚书休闲文化村,浙江,3A,119.5213259,30.69900292,119.5099136,30.69505105
3626,世合理想大地景区,浙江,3A,120.8567074,30.71109085,120.8461367,30.70723622
3627,诸暨市汤江岩风景区,浙江,3A,120.1141273,29.5565088,120.1029389,29.55256643
3628,东方地质博物馆,浙江,3A,120.7989013,30.74492582,120.7880291,30.74154484
3629,金东区蒲塘古村,浙江,3A,119.8066403,29.0962782,119.7953814,29.09332789
3630,金东区金华花卉生态示范园旅游区,浙江,3A,119.731444,29.18199206,119.720101,29.17885402
3631,瑞安市绿健生态农庄景区,浙江,3A,120.68941,27.732455,120.6788655,27.72985592
3632,瑞安市陈岙生态休闲旅游区,浙江,3A,120.756772,27.85719796,120.7461651,27.85441439
3633,宁海县宁海智能汽车小镇景区,浙江,3A,121.5974635,29.27568909,121.5869216,29.27256068
3634,临安区西径山景区,浙江,3A,119.7361043,30.28683543,119.7246866,30.28330615
3635,龙泉市住龙景区,浙江,3A,119.1725991,27.881001,119.161138,27.87778831
3636,临安区云制造小镇景区,浙江,3A,119.8298365,30.27811096,119.8184905,30.2750042
3637,临海市下涨景区,浙江,3A,121.041638,28.70814099,121.0307594,28.70539663
3638,浙西大龙湾景区,浙江,3A,119.0893122,30.22076596,119.077473,30.2172866
3639,海宁市宽塘景区,浙江,3A,120.79855,30.33652304,120.787746,30.33329075
3640,衢江区隐柿东坪景区,浙江,3A,119.0346574,29.19138678,119.0231145,29.18777134
3641,淳安县九咆界风景区,浙江,3A,119.0141604,29.93715275,119.0025517,29.93365172
3642,南浔区和孚镇民当景区,浙江,3A,120.2109139,30.7846344,120.199791,30.78099128
3643,临安区板桥镇文武上田村落景区,浙江,3A,119.8385184,30.19034962,119.8272459,30.18720779
3644,磐安县乌石村景区,浙江,3A,120.7456258,29.24452155,120.7349912,29.2410325
3645,磐安县水下孔景区,浙江,3A,120.759081,29.24776605,120.7483868,29.2445167
3646,临海市龙湾海滨景区,浙江,3A,121.6708574,28.84370264,121.6603146,28.84056146
3647,杭州千岛湖森林氧吧景区,浙江,3A,119.2248236,29.5951536,119.2131789,29.59202443
3648,新昌中国茶市,浙江,3A,120.863068,29.50355399,120.8525859,29.50001402
3649,白塔湖湿地公园景区,浙江,3A,120.382878,29.90564977,120.3718611,29.90170074
3650,陈溪风情小镇,浙江,3A,121.054036,29.82137098,121.0430955,29.81774693
3651,临海市黄石坦景区,浙江,3A,120.9483709,28.78188695,120.9379324,28.77888769
3652,新泾港景区,浙江,3A,120.8899903,30.891134,120.8792849,30.88776384
3653,芹川古村景区,浙江,3A,118.6147571,29.52443414,118.6033928,29.52147357
3654,淳安县钓鱼岛景区,浙江,3A,119.102117,29.61029,119.0902945,29.60698511
3655,磐安县花溪风景区,浙江,3A,120.4706532,28.98340039,120.4598485,28.9799633
3656,武义县郭洞景区,浙江,3A,119.8519341,28.82296806,119.8408457,28.82021811
3657,诸暨市裕昌号民间艺术馆景区,浙江,3A,120.2447567,29.70495971,120.2339038,29.70108573
3658,越城区镜湖湿地公园旅游景区,浙江,3A,120.591691,30.06302124,120.5811739,30.05940084
3659,椒江区吴子熊玻璃艺术馆,浙江,3A,121.4188011,28.66757226,121.4078924,28.66447426
3660,喻斯生态旅游景区,浙江,3A,119.704983,28.94621899,119.693614,28.94356794
3661,南湖区南湖基金小镇,浙江,3A,120.811407,30.72417184,120.8006262,30.72063246
3662,临海市浙东休闲家居城,浙江,3A,121.2282455,28.91825547,121.2175388,28.91504216
3663,海盐县猪猪星球景区,浙江,3A,120.9471832,30.58442538,120.9366049,30.58076193
3664,余姚市四明山省级地质公园,浙江,3A,121.0476702,29.76603639,121.0367282,29.76254986
3665,临海市上江景区,浙江,3A,121.1280818,28.75752888,121.1171409,28.75463692
3666,临海市丁公园景区,浙江,3A,121.1827524,28.86597954,121.1719594,28.86276984
3667,龙泉唯珍堂铁皮石斛生态博览园景区,浙江,3A,119.1434814,28.07700552,119.1319272,28.0739916
3668,诸暨市千柱屋景区,浙江,3A,120.4577736,29.57342711,120.44682,29.56979023
3669,临安区湍口温泉旅游景区,浙江,3A,119.1715396,30.04484444,119.1599031,30.0408647
3670,泛亚虫草博物馆,浙江,3A,121.0069589,30.74473704,120.9960508,30.74122037
3671,海盐县三毛乐园景区,浙江,3A,120.9456933,30.53334827,120.9350866,30.52972255
3672,谢氏艺术收藏馆旅游区,浙江,3A,120.6819313,30.53294365,120.6711491,30.52967302
3673,桐庐县横村镇白云间休闲旅游度假区景区,浙江,3A,119.572211,29.85190601,119.5608759,29.84881271
3674,天台县古韵张思景区,浙江,3A,120.8595838,29.14506026,120.8491328,29.14169758
3675,桐乡市稻乡人家景区,浙江,3A,120.341762,30.61999785,120.3307043,30.6161559
3676,金华农耕文化园景区,浙江,3A,119.6016132,29.09353866,119.5903561,29.09080397
3677,伊佳林开心梦工场景区,浙江,3A,120.9907778,30.71871116,120.9800287,30.71496589
3678,天台县易经筋景区,浙江,3A,121.0315635,29.17057207,121.0206701,29.16759944
3679,龙泉市龙泉宝剑厂景区,浙江,3A,119.126073,28.072577,119.1144268,28.06985656
3680,临安区古韵河桥景区,浙江,3A,119.250356,30.11242371,119.2387521,30.10901444
3681,金稼园景区,浙江,3A,121.0585817,30.65601387,121.0475771,30.65217491
3682,天台县花海茅垟旅游区,浙江,3A,120.8449839,29.14096701,120.8345259,29.13750175
3683,潘家浜景区,浙江,3A,120.619721,30.75470189,120.6091446,30.75089886
